Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Talbot, Jan B",CENG 1 - Scope of Chemical Engineering  (A),WI10,111,49,91.7%,93.5%,0.83,A (4.00),N/A
"Talbot, Jan B",CENG 101B  - Heat Transfer                  (A),WI10,81,37,94.6%,89.2%,8.50,B+ (3.63),C+ (2.59)
"Cha, Jennifer N",CENG 102 - Chemical Engin Thermodynamics  (A),WI10,82,35,90.9%,73.5%,9.70,B (3.16),B- (2.80)
"Chau, Pao C.",CENG 124A  - Chem Plant & Process Design I  (A),WI10,63,20,70.0%,65.0%,15.30,B (3.16),B- (2.93)
"Chau, Pao C.",CENG 176A  - Chem Engineerng Process Lab I  (A),WI10,62,17,88.2%,76.5%,15.68,B (3.22),B (3.07)
"Talbot, Jan B",CENG 176A  - Chem Engineerng Process Lab I  (A),WI10,62,19,84.2%,73.7%,15.13,B (3.22),B (3.07)
"Sukumar, Srinivas",ENG 100A  - Team Engineering               (A),WI10,38,9,100.0%,88.9%,1.83,A- (3.78),A- (3.92)
"Williams, Ebonee P.",ENG 100B  - Engineering Leadership         (A),WI10,8,3,100.0%,100.0%,2.50,A (4.00),N/A
"Kleissl, Jan",ENG 100L  - Team Engineering Laboratory    (B),WI10,12,4,100.0%,100.0%,2.50,A (4.00),N/A
"Belongie, Serge J.",ENG 100L  - Team Engineering Laboratory    (D),WI10,8,3,100.0%,100.0%,3.83,A (4.00),N/A
"Guest, Clark C",ENG 100L  - Team Engineering Laboratory    (G),WI10,12,4,100.0%,100.0%,4.50,A (4.00),N/A
"HAYDEN, MARINA",ENG 2 - MESA Orientation Course        (A),WI10,10,5,100.0%,100.0%,0.90,N/A,N/A
"Hall, David J",BENG 101 - Foundations/Biomedical Imaging (A),FA09,57,57,81.1%,79.2%,5.10,B+ (3.31),C+ (2.63)
"Silva, Gabriel",BENG 101 - Foundations/Biomedical Imaging (A),FA09,57,57,81.1%,79.2%,5.10,B+ (3.31),C+ (2.63)
"Engler, Adam J.",BENG 110 - Continuum Mechanics            (A),FA09,118,103,85.7%,79.4%,7.78,B+ (3.34),B- (2.87)
"Schmid-Schoenbein, Geert W",BENG 110 - Continuum Mechanics            (A),FA09,118,103,82.5%,79.2%,7.75,B+ (3.34),B- (2.87)
"Engler, Adam J.",BENG 119A  - Design Develop.in Biomechanics (A),FA09,7,4,100.0%,100.0%,7.50,A- (3.75),N/A
"Zhang, Kun",BENG 126A  - Design Dev Bioinformatics BENG (A),FA09,7,4,100.0%,100.0%,5.00,A (4.00),N/A
"Sung, Lanping Amy",BENG 127A  - Design Dev.Molec. Systems BENG (A),FA09,7,6,100.0%,100.0%,6.83,A (4.00),N/A
"Schmid-Schoenbein, Geert W",BENG 129A  - Design Develp.Cell System BENG (A),FA09,6,3,100.0%,100.0%,7.17,A (4.00),N/A
"Micou, Melissa Kurtis",BENG 139A  - Design Develpmt Molecular BENG (A),FA09,7,4,100.0%,100.0%,14.00,A- (3.75),N/A
"Varghese, Shyni",BENG 149A  - Design Develpmnt Vascular BENG (A),FA09,6,3,100.0%,100.0%,5.17,B+ (3.67),N/A
"Huang, Xiaohua",BENG 161A  - Bioreactor Engineering         (A),FA09,40,35,73.5%,44.1%,7.21,B+ (3.50),B+ (3.58)
"Micou, Melissa Kurtis",BENG 162 - Biotechnology Laboratory       (A),FA09,39,30,89.7%,86.2%,10.57,B+ (3.46),B+ (3.44)
"Micou, Melissa Kurtis",BENG 166A  - Cell and Tissue Engineering    (A),FA09,49,32,100.0%,93.5%,5.81,B+ (3.47),B (3.17)
"Gough, David A.",BENG 169A  - Design Developmnt Tissue Engin (A),FA09,6,3,100.0%,100.0%,11.83,A (4.00),N/A
"Omens, Jeffrey Howard",BENG 179A  - Design Develop.Bioinstrumntatn (A),FA09,6,5,100.0%,100.0%,5.70,A (4.00),N/A
"Bafna, Vineet",BENG 182 - Biological Databases           (A),FA09,14,10,100.0%,100.0%,10.10,N/A,N/A
"Ideker, Trey",BENG 183 - Applied Genomic Technologies   (A),FA09,9,9,100.0%,100.0%,6.94,B+ (3.57),N/A
"Micou, Melissa Kurtis",BENG 187B  - BENG Design Project:Developmnt (A),FA09,65,45,95.5%,90.7%,5.34,B+ (3.47),B+ (3.46)
"Sah, Robert Lie-Yuan",BENG 192 - Senior Sem. in Bioengineering  (A),FA09,12,8,100.0%,100.0%,1.00,A (4.00),N/A
"Herz, Richard K",CENG 100 - Process Modl&Computn/Chem Engn (A),FA09,87,72,72.5%,54.4%,6.04,B (3.26),B- (2.91)
"Miller, David R.",CENG 101A  - Introductory Fluid Mechanics   (A),FA09,107,61,81.0%,93.2%,10.77,B (3.05),B- (2.78)
"Herz, Richard K",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA09,65,58,56.9%,47.4%,8.64,B (3.12),B- (2.76)
"Zhang, Liangfang",CENG 122 - Separation Processes           (A),FA09,63,46,100.0%,97.8%,7.54,B+ (3.48),B (3.24)
"Bratton, Maryann",ENG 100 - Principles of Team Engineering (A),FA09,40,34,84.8%,84.4%,3.50,B+ (3.66),B+ (3.58)
"Bratton, Maryann",ENG 100A - Principles of Team Engineering (A),FA09,40,34,84.8%,84.4%,3.50,B+ (3.66),B+ (3.58)
"Kleissl, Jan",ENG 100L  - Team Engineering Laboratory    (C),FA09,10,7,100.0%,100.0%,3.93,A (4.00),N/A
"Griswold, William G.",ENG 100L  - Team Engineering Laboratory    (D),FA09,6,6,100.0%,100.0%,3.83,A (4.00),N/A
"Belongie, Serge J.",ENG 100L  - Team Engineering Laboratory    (F),FA09,10,7,100.0%,100.0%,4.21,B+ (3.67),N/A
"Cole, Michael",ENG 100L  - Team Engineering Laboratory    (H),FA09,8,8,100.0%,100.0%,5.00,A (4.00),N/A
"Micou, Melissa Kurtis",BENG 100 - Introduction to Bioengineering (A),SP09,156,100,75.3%,68.5%,6.37,B+ (3.41),B (3.14)
"Watson, John Thomas",BENG 100 - Introduction to Bioengineering (A),SP09,156,94,82.8%,78.2%,5.98,B+ (3.41),B (3.14)
"Gough, David A.",BENG 103B  - Bioengineering Mass Transfer   (A),SP09,63,34,46.9%,35.5%,7.03,B+ (3.30),B (3.28)
"Engler, Adam J.",BENG 112B  - Biomechanics                   (A),SP09,96,62,59.0%,48.4%,8.17,B (3.25),B (3.02)
"Hasty, Jeff M",BENG 125 - Modeling & Computatio/Bioengr  (A),SP09,81,45,79.5%,88.6%,4.17,A- (3.79),A- (3.85)
"Vera, Carlos J",BENG 140B  - Bioengineering Physiology      (A),SP09,41,34,90.9%,75.8%,6.44,B+ (3.30),B (3.24)
"Sung, Lanping Amy",BENG 160 - Chem & Molecular BENG Techniqs (A),SP09,43,37,97.2%,91.7%,7.64,A- (3.72),A- (3.83)
"Zhang, Kun",BENG 160 - Chem & Molecular BENG Techniqs (A),SP09,43,37,97.2%,91.7%,7.64,A- (3.72),A- (3.83)
"Sung, Lanping Amy",BENG 168 - Biomolecular Engineering       (A),SP09,38,21,90.0%,95.0%,6.21,B+ (3.42),B+ (3.35)
"Omens, Jeffrey Howard",BENG 172 - Bioengineering Laboratory      (A),SP09,98,33,96.8%,100.0%,8.56,A- (3.89),B (3.28)
"Pevzner, Pavel Arkadjevich",BENG 181 - Molecular Sequence Analysis    (A),SP09,9,9,100.0%,100.0%,9.50,N/A,N/A
"Christman, Karen",BENG 186A  - Principles/Biomaterials Design (A),SP09,143,64,93.4%,90.2%,5.23,B+ (3.56),B- (2.89)
"Watson, John Thomas",BENG 187A  - BENG Design Project: Planning  (A),SP09,65,41,92.1%,86.8%,1.20,A (4.00),A- (3.79)
"Watson, John Thomas",BENG 187D  - BENG Design Proj:Presentation  (A),SP09,79,44,88.4%,97.7%,2.59,A- (3.95),A- (3.77)
"Engler, Adam J.",BENG 192 - Senior Sem. in Bioengineering  (A),SP09,7,6,83.3%,100.0%,2.17,N/A,N/A
"Varghese, Shyni",BENG 192 - Senior Sem. in Bioengineering  (B),SP09,9,7,100.0%,100.0%,0.50,N/A,N/A
"Micou, Melissa Kurtis",BENG 87 - Freshman Seminar               (A),SP09,19,16,100.0%,100.0%,0.50,N/A,N/A
"Arya, Gaurav",CENG 101C  - Mass Transfer                  (A),SP09,64,40,81.1%,63.2%,7.65,B+ (3.30),B+ (3.38)
"Miller, David R.",CENG 102 - Chemical Engin Thermodynamics  (A),SP09,83,40,87.2%,97.4%,8.04,B (3.26),B- (2.93)
"Chau, Pao C.",CENG 124B  - Chem Plant & Process Design II (A),SP09,42,24,87.0%,43.5%,15.33,B+ (3.48),B (3.19)
"Chau, Pao C.",CENG 176B  - Chem Engineerng Process Lab II (A),SP09,42,14,50.0%,35.7%,9.50,B+ (3.36),B+ (3.31)
"Herz, Richard K",CENG 176B  - Chem Engineerng Process Lab II (A),SP09,42,14,50.0%,35.7%,9.50,B+ (3.36),B+ (3.31)
"Tu, Charles",ENG 100 - Principles of Team Engineering (A),SP09,31,20,78.9%,100.0%,3.87,B+ (3.63),B+ (3.47)
"Tu, Charles",ENG 100A - Principles of Team Engineering (A),SP09,31,20,78.9%,100.0%,3.87,B+ (3.63),B+ (3.47)
"Tu, Charles",ENG 100L  - Team Engineering Laboratory    (B),SP09,13,11,100.0%,100.0%,6.70,A (4.00),N/A
"Bartsch, Dirk-Uwe Guenther",ENG 100L  - Team Engineering Laboratory    (C),SP09,9,9,100.0%,100.0%,2.94,A- (3.71),N/A
"Kleissl, Jan",ENG 100L  - Team Engineering Laboratory    (D),SP09,12,10,100.0%,100.0%,4.90,A- (3.70),N/A
"Griswold, William G.",ENG 100L  - Team Engineering Laboratory    (E),SP09,9,8,100.0%,100.0%,5.25,A (4.00),N/A
"Snavely, Allan Edward",ENG 100L  - Team Engineering Laboratory    (F),SP09,3,3,100.0%,100.0%,3.83,A (4.00),N/A
"Belongie, Serge J.",ENG 100L  - Team Engineering Laboratory    (G),SP09,9,8,100.0%,100.0%,3.25,A- (3.86),N/A
"Cole, Michael",ENG 100L  - Team Engineering Laboratory    (H),SP09,11,12,91.7%,100.0%,3.33,A- (3.73),N/A
"Guest, Clark C",ENG 100L  - Team Engineering Laboratory    (I),SP09,7,4,75.0%,100.0%,4.50,A (4.00),N/A
"HAYDEN, MARINA",ENG 3 - MESA Orientation Course        (A),SP09,9,7,100.0%,100.0%,0.50,N/A,N/A
"Chen, Peter Chung-Yick",BENG 1 - Introduction to Bioengineering (A),WI09,246,69,89.4%,95.3%,1.06,A (4.00),N/A
"Chien, Shu",BENG 1 - Introduction to Bioengineering (A),WI09,246,88,86.4%,93.2%,2.39,A (4.00),N/A
"Micou, Melissa Kurtis",BENG 109 - BENG Statics & Dynamics        (A),WI09,134,96,84.2%,77.9%,6.29,B+ (3.44),B (3.13)
"Mc Culloch, Andrew Douglas",BENG 112A  - Biomechanics                   (A),WI09,99,57,47.2%,50.9%,9.82,B+ (3.33),B+ (3.41)
"Gough, David A.",BENG 122A  - Biosystems and Control         (A),WI09,42,32,58.1%,46.7%,9.69,B (3.27),B (3.06)
"Hasty, Jeff M",BENG 122A  - Biosystems and Control         (A),WI09,42,32,60.0%,96.7%,9.34,B (3.27),B (3.06)
"Palsson, Bernhard O.",BENG 123 - Systems Biology & Bioenginring (A),WI09,42,27,74.1%,85.2%,13.54,B+ (3.41),B- (2.97)
"Varghese, Shyni",BENG 128B  - Design Implmnt Genetic Circuit (A),WI09,8,4,75.0%,100.0%,5.50,B (3.00),N/A
"Zhang, Kun",BENG 128B  - Design Implmnt Genetic Circuit (A),WI09,8,4,100.0%,100.0%,6.00,B (3.00),N/A
"Christman, Karen",BENG 129B  - Design Implmnt Cell Systm BENG (A),WI09,10,4,75.0%,100.0%,8.50,A (4.00),N/A
"Sung, Lanping Amy",BENG 129B  - Design Implmnt Cell Systm BENG (A),WI09,10,11,100.0%,100.0%,8.70,A (4.00),N/A
"Varghese, Shyni",BENG 130 - Molecular Physical Chemistry   (A),WI09,83,56,40.0%,36.4%,6.80,B (3.16),B (3.05)
"Lieber, Richard L",BENG 140A  - Bioengineering Physiology      (A),WI09,47,31,100.0%,92.3%,4.43,B+ (3.50),B- (2.88)
"Silva, Gabriel",BENG 140A  - Bioengineering Physiology      (A),WI09,47,22,100.0%,100.0%,5.41,B+ (3.50),B- (2.88)
"Ward, Samuel R.",BENG 140A  - Bioengineering Physiology      (A),WI09,47,28,96.2%,100.0%,4.58,B+ (3.50),B- (2.88)
"Silva, Gabriel",BENG 147B  - Design Implmntatn Neural Engin (A),WI09,7,4,100.0%,100.0%,13.00,B+ (3.33),N/A
"Mc Culloch, Andrew Douglas",BENG 148B  - Design Implmntatn Cardiac BENG (A),WI09,8,12,83.3%,83.3%,6.00,A- (3.83),N/A
"Schmid-Schoenbein, Geert W",BENG 149B  - Design Implmntn Vascular BENG  (A),WI09,8,5,100.0%,100.0%,7.70,A- (3.75),N/A
"Baker, Dale Allen",BENG 161B  - Biochemical Engineering        (A),WI09,48,39,86.8%,100.0%,7.31,B (3.12),B (3.19)
"Sah, Robert Lie-Yuan",BENG 169B  - Design Implmntatn Tissue Engin (A),WI09,8,4,100.0%,100.0%,16.00,A (4.00),N/A
"Wang, Wei",BENG 184 - Computational Molecular Biol.  (A),WI09,4,8,100.0%,100.0%,11.00,A- (3.75),N/A
"Omens, Jeffrey Howard",BENG 186B  - Princpls/Bioinstrumentatn Desn (A),WI09,88,54,100.0%,100.0%,7.63,B+ (3.43),B (3.21)
"Micou, Melissa Kurtis",BENG 187C  - BENG Design Proj:Implemntation (A),WI09,80,51,80.0%,84.0%,6.07,B+ (3.62),B+ (3.57)
"Watson, John Thomas",BENG 191 - Senior Sem I: Professnl Issues (A),WI09,12,12,91.7%,100.0%,1.67,A- (3.80),N/A
"Micou, Melissa Kurtis",BENG 192 - Senior Sem. in Bioengineering  (G),WI09,8,3,100.0%,100.0%,8.50,A (4.00),N/A
"Omens, Jeffrey Howard",BENG 192 - Senior Sem. in Bioengineering  (G),WI09,8,3,100.0%,100.0%,8.50,A (4.00),N/A
"Mc Culloch, Andrew Douglas",BENG 87 - Freshman Seminar               (A),WI09,17,10,90.0%,90.0%,0.50,A (4.00),N/A
"Gough, David A.",BENG 87 - Freshman Seminar               (B),WI09,13,7,100.0%,100.0%,0.79,A (4.00),N/A
"Talbot, Jan B",CENG 1 - Scope of Chemical Engineering  (A),WI09,93,58,78.6%,89.3%,0.50,A (4.00),N/A
"Herz, Richard K",CENG 100 - Process Modl&Computn/Chem Engn (A),WI09,72,56,78.2%,58.2%,6.57,B (3.23),B- (2.91)
"Seshadri, Kalyanasundaram",CENG 101B  - Heat Transfer                  (A),WI09,66,37,86.1%,80.0%,7.64,B (3.24),C+ (2.61)
"Herz, Richard K",CENG 113 - Chemical Reaction Engineering  (A),WI09,60,38,86.8%,76.3%,6.45,B (3.23),B- (2.81)
"Chau, Pao C.",CENG 124A  - Chem Plant & Process Design I  (A),WI09,42,15,86.7%,66.7%,9.83,B+ (3.54),B- (2.94)
"Bratton, Maryann",ENG 100 - Principles of Team Engineering (A),WI09,47,37,91.7%,88.9%,2.66,A- (3.73),B+ (3.54)
"Bratton, Maryann",ENG 100A - Principles of Team Engineering (A),WI09,47,37,91.7%,88.9%,2.66,A- (3.73),B+ (3.54)
"Tu, Charles",ENG 100L  - Team Engineering Laboratory    (B),WI09,8,5,100.0%,100.0%,9.70,A (4.00),N/A
"Bartsch, Dirk-Uwe Guenther",ENG 100L  - Team Engineering Laboratory    (D),WI09,8,5,100.0%,100.0%,3.70,A (4.00),N/A
"Kleissl, Jan",ENG 100L  - Team Engineering Laboratory    (F),WI09,12,11,90.9%,90.9%,4.30,B+ (3.67),N/A
"Griswold, William G.",ENG 100L  - Team Engineering Laboratory    (H),WI09,6,4,100.0%,100.0%,3.00,A (4.00),N/A
"Cole, Michael",ENG 100L  - Team Engineering Laboratory    (M),WI09,7,6,100.0%,100.0%,3.30,A (4.00),N/A
"Guest, Clark C",ENG 100L  - Team Engineering Laboratory    (N),WI09,6,6,100.0%,100.0%,3.83,A (4.00),N/A
"Hall, David J",BENG 101 - Foundations/Biomedical Imaging (A),FA08,34,20,90.0%,85.0%,4.29,B+ (3.47),B (3.02)
"Silva, Gabriel",BENG 101 - Foundations/Biomedical Imaging (A),FA08,34,18,76.5%,87.5%,4.75,B+ (3.47),B (3.02)
"Schmid-Schoenbein, Geert W",BENG 110 - Continuum Mechanics            (A),FA08,107,78,71.8%,79.2%,8.86,B (3.14),B- (2.92)
"Huang, Xiaohua",BENG 126A  - Design Dev Bioinformatics BENG (A),FA08,8,3,100.0%,100.0%,5.83,A (4.00),N/A
"Ideker, Trey",BENG 126A  - Design Dev Bioinformatics BENG (A),FA08,8,4,100.0%,100.0%,10.00,A (4.00),N/A
"Varghese, Shyni",BENG 128A  - Design Dev.Genetc Circuit BENG (A),FA08,8,4,100.0%,100.0%,4.50,A (4.00),N/A
"Zhang, Kun",BENG 128A  - Design Dev.Genetc Circuit BENG (A),FA08,8,4,100.0%,100.0%,5.00,A (4.00),N/A
"Christman, Karen",BENG 129A  - Design Develp.Cell System BENG (A),FA08,10,4,100.0%,100.0%,7.00,A (4.00),N/A
"Sung, Lanping Amy",BENG 129A  - Design Develp.Cell System BENG (A),FA08,10,7,100.0%,100.0%,9.36,A (4.00),N/A
"Silva, Gabriel",BENG 147A  - Design Develpmnt in Neural Eng (A),FA08,7,4,100.0%,100.0%,9.00,A (4.00),N/A
"Ward, Samuel R.",BENG 147A  - Design Develpmnt in Neural Eng (A),FA08,7,3,100.0%,100.0%,5.83,A (4.00),N/A
"Mc Culloch, Andrew Douglas",BENG 148A  - Design Developmnt Cardiac BENG (A),FA08,8,8,87.5%,100.0%,7.00,A- (3.71),N/A
"Schmid-Schoenbein, Geert W",BENG 149A  - Design Develpmnt Vascular BENG (A),FA08,8,4,100.0%,100.0%,8.50,A (4.00),N/A
"Huang, Xiaohua",BENG 161A  - Bioreactor Engineering         (A),FA08,46,33,81.3%,51.6%,6.08,B+ (3.37),B+ (3.43)
"Sah, Robert Lie-Yuan",BENG 161A  - Bioreactor Engineering         (A),FA08,46,34,77.4%,83.9%,6.21,B+ (3.37),B+ (3.43)
"Micou, Melissa Kurtis",BENG 162 - Biotechnology Laboratory       (A),FA08,45,37,89.2%,86.5%,6.61,B+ (3.41),B+ (3.38)
"Micou, Melissa Kurtis",BENG 166A  - Cell and Tissue Engineering    (A),FA08,52,36,97.1%,90.9%,5.17,B (3.28),B (3.26)
"Gough, David A.",BENG 169A  - Design Developmnt Tissue Engin (A),FA08,8,4,100.0%,100.0%,4.00,A (4.00),N/A
"Sah, Robert Lie-Yuan",BENG 169A  - Design Developmnt Tissue Engin (A),FA08,8,4,100.0%,100.0%,13.50,A (4.00),N/A
"Omens, Jeffrey Howard",BENG 179A  - Design Develop.Bioinstrumntatn (A),FA08,8,5,100.0%,100.0%,4.50,A (4.00),N/A
"Bafna, Vineet",BENG 182 - Biological Databases           (A),FA08,10,9,100.0%,100.0%,9.83,N/A,N/A
"Ideker, Trey",BENG 183 - Applied Genomic Technologies   (A),FA08,12,10,100.0%,100.0%,7.17,B+ (3.56),N/A
"Micou, Melissa Kurtis",BENG 187B  - BENG Design Project:Developmnt (A),FA08,80,53,84.6%,75.0%,6.50,B+ (3.67),B+ (3.62)
"Sung, Lanping Amy",BENG 192 - Senior Sem. in Bioengineering  (H),FA08,10,3,100.0%,100.0%,5.17,A (4.00),N/A
"Krasheninnikov, Sergei",CENG 101A  - Introductory Fluid Mechanics   (A),FA08,110,54,86.5%,63.3%,7.46,B+ (3.37),C+ (2.57)
"Chau, Pao C.",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA08,34,25,45.8%,52.2%,4.50,B (3.08),B- (2.75)
"Talbot, Jan B",CENG 122 - Separation Processes           (A),FA08,46,33,93.9%,97.0%,7.53,B+ (3.58),B (3.13)
"Kleissl, Jan",ENG 100L - Team Engineering Laboratory (D),FA08,8,9,100.0%,100.0%,6.06,B+ (3.50),N/A
"Uang, Chia-Ming",ENG 100L - Team Engineering Laboratory (E),FA08,10,11,90.9%,81.8%,6.86,A- (3.73),N/A
"Bartsch, Dirk-Uwe Guenther",ENG 100L - Team Engineering Laboratory (J),FA08,8,7,100.0%,100.0%,3.07,A- (3.71),N/A
"Micou, Melissa Kurtis",BENG 100 - Introduction to Bioengineering (A),SP08,161,73,82.1%,77.6%,4.50,B+ (3.66),B- (2.90)
"Watson, John Thomas",BENG 100 - Introduction to Bioengineering (A),SP08,161,61,78.9%,62.1%,4.30,B+ (3.66),B- (2.90)
"Gough, David A.",BENG 103B  - Bioengineering Mass Transfer   (A),SP08,83,52,56.9%,30.8%,8.85,B (3.10),B (3.23)
"HUANG, WEI",BENG 112B  - Biomechanics                   (A),SP08,100,53,74.0%,28.0%,8.80,B+ (3.61),B (3.12)
"Hasty, Jeff M",BENG 125 - Modeling & Computatio/Bioengr  (A),SP08,91,44,100.0%,100.0%,3.73,A- (3.81),A- (3.72)
"Vera, Carlos J",BENG 140B  - Bioengineering Physiology      (A),SP08,51,26,100.0%,86.4%,8.10,B+ (3.52),B (3.19)
"Wagner, Peter D.",BENG 140B  - Bioengineering Physiology      (A),SP08,51,29,100.0%,96.6%,7.26,B+ (3.52),B (3.19)
"Sung, Lanping Amy",BENG 160 - Chem & Molecular BENG Techniqs (A),SP08,43,28,100.0%,75.0%,6.21,B+ (3.43),B+ (3.67)
"Zhang, Kun",BENG 160 - Chem & Molecular BENG Techniqs (A),SP08,43,30,100.0%,77.8%,5.67,B+ (3.43),B+ (3.67)
"Micou, Melissa Kurtis",BENG 167 - Cell & Tissue Engineering Lab  (A),SP08,6,6,100.0%,83.3%,3.17,B+ (3.67),N/A
"Sung, Lanping Amy",BENG 168 - Biomolecular Engineering       (A),SP08,38,23,100.0%,78.3%,4.41,B (3.24),B (3.20)
"Omens, Jeffrey Howard",BENG 172 - Bioengineering Laboratory      (A),SP08,89,42,97.5%,100.0%,9.36,A- (3.73),B+ (3.36)
"Pevzner, Pavel Arkadjevich",BENG 181 - Molecular Sequence Analysis    (A),SP08,15,14,78.6%,85.7%,7.21,N/A,N/A
"Christman, Karen",BENG 186A  - Principles/Biomaterials Design (A),SP08,142,85,91.3%,97.5%,4.62,B+ (3.60),B- (2.89)
"Omens, Jeffrey Howard",BENG 187A  - BENG Design Project: Planning  (A),SP08,82,54,96.0%,98.0%,0.50,A- (3.94),A- (3.83)
"Omens, Jeffrey Howard",BENG 187D  - BENG Design Proj:Presentation  (A),SP08,80,36,66.7%,90.9%,2.80,A (4.00),N/A
"Varghese, Shyni",BENG 192 - Senior Sem. in Bioengineering  (A),SP08,12,6,100.0%,100.0%,0.50,N/A,N/A
"Gough, David A.",BENG 87 - Freshman Seminar               (A),SP08,19,7,100.0%,100.0%,0.79,N/A,N/A
"Micou, Melissa Kurtis",BENG 87 - Freshman Seminar               (B),SP08,19,9,100.0%,100.0%,0.50,N/A,N/A
"Sung, Lanping Amy",BENG 87 - Freshman Seminar               (C),SP08,17,13,100.0%,100.0%,0.65,A (4.00),N/A
"Arya, Gaurav",CENG 101C  - Mass Transfer                  (A),SP08,48,21,80.0%,80.0%,6.02,B (3.29),B (3.04)
"Seshadri, Kalyanasundaram",CENG 102 - Chemical Engin Thermodynamics  (A),SP08,59,34,71.9%,71.0%,6.91,B (3.19),B- (2.76)
"Chau, Pao C.",CENG 124B  - Chem Plant & Process Design II (A),SP08,29,23,86.4%,77.3%,14.85,B+ (3.48),B+ (3.42)
"Chau, Pao C.",CENG 176B  - Chem Engineerng Process Lab II (A),SP08,29,25,87.5%,75.0%,9.94,B+ (3.40),B+ (3.46)
"Herz, Richard K",CENG 176B  - Chem Engineerng Process Lab II (A),SP08,29,25,87.5%,75.0%,9.94,B+ (3.40),B+ (3.46)
"Bratton, Maryann",ENG 100 - Principles of Team Engineering (A),SP08,40,33,78.8%,87.9%,2.98,A- (3.84),A- (3.76)
"Bratton, Maryann",ENG 100A - Principles of Team Engineering (A),SP08,40,33,78.8%,87.9%,2.98,A- (3.84),A- (3.76)
"Deutsch, Alin Bernard",ENG 100L  - Team Engineering Laboratory    (E),SP08,8,7,100.0%,100.0%,5.93,A (4.00),N/A
"Kleissl, Jan",ENG 100L  - Team Engineering Laboratory    (F),SP08,10,9,88.9%,100.0%,6.06,A (4.00),N/A
"Beck, Ellen L.",ENG 100L  - Team Engineering Laboratory    (J),SP08,6,4,100.0%,100.0%,6.50,B+ (3.67),N/A
"Elkan, Charles Peter",ENG 100L  - Team Engineering Laboratory    (K),SP08,3,3,100.0%,100.0%,6.50,B+ (3.67),N/A
"Tu, Charles",ENG 100L  - Team Engineering Laboratory    (L),SP08,6,4,100.0%,100.0%,8.00,A- (3.75),N/A
"HAYDEN, MARINA",ENG 3 - MESA Orientation Course        (A),SP08,6,5,100.0%,100.0%,0.50,A (4.00),N/A
"Chen, Peter Chung-Yick",BENG 1 - Introduction to Bioengineering (A),WI08,216,56,96.3%,98.1%,1.87,A (4.00),N/A
"Chien, Shu",BENG 1 - Introduction to Bioengineering (A),WI08,216,126,96.0%,98.4%,2.37,A (4.00),N/A
"Micou, Melissa Kurtis",BENG 109 - BENG Statics & Dynamics        (A),WI08,113,68,91.0%,86.2%,7.84,B+ (3.64),B (3.16)
"Mc Culloch, Andrew Douglas",BENG 112A  - Biomechanics                   (A),WI08,101,56,81.1%,78.8%,8.32,B+ (3.44),B+ (3.44)
"Gough, David A.",BENG 122A  - Biosystems and Control         (A),WI08,29,20,90.0%,45.0%,7.00,B (3.20),B+ (3.42)
"Palsson, Bernhard O.",BENG 123 - Systems Biology & Bioenginring (A),WI08,56,31,61.3%,74.2%,11.53,B (3.11),B- (2.97)
"Huang, Xiaohua",BENG 126B  - Design Implmnt Informatcs BENG (A),WI08,10,6,100.0%,100.0%,6.50,B+ (3.60),N/A
"Mc Culloch, Andrew Douglas",BENG 129B  - Design Implmnt Cell Systm BENG (A),WI08,10,9,77.8%,88.9%,7.61,A (4.00),N/A
"Varghese, Shyni",BENG 130 - Molecular Physical Chemistry   (A),WI08,84,52,44.2%,57.7%,5.27,B+ (3.35),B- (2.81)
"Silva, Gabriel",BENG 140A  - Bioengineering Physiology      (A),WI08,58,35,97.1%,100.0%,5.30,B+ (3.60),B+ (3.34)
"Silva, Gabriel",BENG 147B  - Design Implmntatn Neural Engin (A),WI08,9,3,100.0%,100.0%,9.17,A (4.00),N/A
"Ward, Samuel R.",BENG 147B  - Design Implmntatn Neural Engin (A),WI08,9,3,100.0%,100.0%,9.17,A (4.00),N/A
"Omens, Jeffrey Howard",BENG 148B  - Design Implmntatn Cardiac BENG (A),WI08,10,6,100.0%,100.0%,5.83,A- (3.83),N/A
"Baker, Dale Allen",BENG 161B  - Biochemical Engineering        (A),WI08,64,51,68.0%,79.6%,9.79,B (3.04),B (3.17)
"Sah, Robert Lie-Yuan",BENG 169B  - Design Implmntatn Tissue Engin (A),WI08,9,8,100.0%,100.0%,10.75,A- (3.88),N/A
"Gough, David A.",BENG 179B  - Design Implmnt Bioinstrumntatn (A),WI08,14,5,100.0%,100.0%,6.90,A- (3.80),N/A
"Micou, Melissa Kurtis",BENG 179B  - Design Implmnt Bioinstrumntatn (A),WI08,14,5,100.0%,100.0%,6.90,A- (3.80),N/A
"Wang, Wei",BENG 184 - Computational Molecular Biol.  (A),WI08,15,8,75.0%,75.0%,9.25,N/A,N/A
"Chen, Peter Chung-Yick",BENG 186B  - Princpls/Bioinstrumentatn Desn (A),WI08,104,82,86.8%,93.5%,7.97,B+ (3.57),B (3.20)
"Omens, Jeffrey Howard",BENG 186B  - Princpls/Bioinstrumentatn Desn (A),WI08,104,62,91.8%,93.4%,7.92,B+ (3.57),B (3.20)
